iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.014408111572265625, -1, -1, -1, (0, 1))","('UNSAT', 0.014252424240112305, -1, -1, -1, (0, 1))","('UNSAT', 0.022419214248657227, -1, -1, -1, (0, 1))","('UNSAT', 0.014493942260742188, -1, -1, -1, (0, 1))","('UNSAT', 0.014786005020141602, -1, -1, -1, (0, 1))","('UNSAT', 0.014879941940307617, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.015402793884277344, -1, -1, -1, (1, 1))","('UNSAT', 0.020447492599487305, -1, -1, -1, (1, 1))","('UNSAT', 0.02083277702331543, -1, -1, -1, (1, 1))","('UNSAT', 0.0204317569732666, -1, -1, -1, (1, 1))","('UNSAT', 0.03786015510559082, -1, -1, -1, (1, 1))","('UNSAT', 0.0206148624420166, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.014564275741577148, -1, -1, -1, (2, 1))","('UNSAT', 0.019662141799926758, -1, -1, -1, (2, 1))","('UNSAT', 0.02062845230102539, -1, -1, -1, (2, 1))","('UNSAT', 0.02057647705078125, -1, -1, -1, (2, 1))","('UNSAT', 0.019723176956176758, -1, -1, -1, (2, 1))","('UNSAT', 0.02169036865234375, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.014905214309692383, -1, -1, -1, (3, 1))","('UNSAT', 0.020509958267211914, -1, -1, -1, (3, 1))","('UNSAT', 0.0202939510345459, -1, -1, -1, (3, 1))","('UNSAT', 0.020000696182250977, -1, -1, -1, (3, 1))","('UNSAT', 0.020510435104370117, -1, -1, -1, (3, 1))","('UNSAT', 0.021502017974853516, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.01504659652709961, -1, -1, -1, (4, 1))","('UNSAT', 0.02028679847717285, -1, -1, -1, (4, 1))","('UNSAT', 0.020473241806030273, -1, -1, -1, (4, 1))","('UNSAT', 0.019874095916748047, -1, -1, -1, (4, 1))","('UNSAT', 0.02021002769470215, -1, -1, -1, (4, 1))","('UNSAT', 0.02129364013671875, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.014774799346923828, -1, -1, -1, (5, 1))","('UNSAT', 0.021092653274536133, -1, -1, -1, (5, 1))","('UNSAT', 0.020570039749145508, -1, -1, -1, (5, 1))","('UNSAT', 0.021617650985717773, -1, -1, -1, (5, 1))","('UNSAT', 0.02030658721923828, -1, -1, -1, (5, 1))","('UNSAT', 0.021285057067871094, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.01453256607055664, -1, -1, -1, (6, 1))","('UNSAT', 0.021245718002319336, -1, -1, -1, (6, 1))","('UNSAT', 0.020357608795166016, -1, -1, -1, (6, 1))","('UNSAT', 0.02002549171447754, -1, -1, -1, (6, 1))","('UNSAT', 0.020528316497802734, -1, -1, -1, (6, 1))","('UNSAT', 0.021012306213378906, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.02292180061340332, -1, -1, -1, (1, 2))","('UNSAT', 0.05755615234375, -1, -1, -1, (1, 2))","('UNSAT', 0.03880047798156738, -1, -1, -1, (1, 2))","('UNSAT', 0.037926673889160156, -1, -1, -1, (1, 2))","('UNSAT', 0.03856492042541504, -1, -1, -1, (1, 2))","('UNSAT', 0.03937983512878418, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.028763294219970703, -1, -1, -1, (2, 2))","('UNSAT', 0.02898406982421875, -1, -1, -1, (2, 2))","('UNSAT', 0.028893709182739258, -1, -1, -1, (2, 2))","('UNSAT', 0.029227733612060547, -1, -1, -1, (2, 2))","('UNSAT', 0.029017925262451172, -1, -1, -1, (2, 2))","('UNSAT', 0.029044389724731445, -1, -1, -1, (2, 2))"
(3X2),"('UNSAT', 0.03816342353820801, -1, -1, -1, (3, 2))","('UNSAT', 0.028496980667114258, -1, -1, -1, (3, 2))","('UNSAT', 0.029585599899291992, -1, -1, -1, (3, 2))","('UNSAT', 0.02879190444946289, -1, -1, -1, (3, 2))","('UNSAT', 0.030513525009155273, -1, -1, -1, (3, 2))","('UNSAT', 0.028594255447387695, -1, -1, -1, (3, 2))"
(4X2),"('UNSAT', 0.03725314140319824, -1, -1, -1, (4, 2))","('UNSAT', 0.03862309455871582, -1, -1, -1, (4, 2))","('UNSAT', 0.03952980041503906, -1, -1, -1, (4, 2))","('UNSAT', 0.039140939712524414, -1, -1, -1, (4, 2))","('UNSAT', 0.040372610092163086, -1, -1, -1, (4, 2))","('UNSAT', 0.03797435760498047, -1, -1, -1, (4, 2))"
(5X2),"('UNSAT', 0.03714346885681152, -1, -1, -1, (5, 2))","('UNSAT', 0.03885912895202637, -1, -1, -1, (5, 2))","('UNSAT', 0.03922772407531738, -1, -1, -1, (5, 2))","('UNSAT', 0.038373708724975586, -1, -1, -1, (5, 2))","('UNSAT', 0.0382080078125, -1, -1, -1, (5, 2))","('UNSAT', 0.03795027732849121, -1, -1, -1, (5, 2))"
(6X2),"('UNSAT', 0.036650896072387695, -1, -1, -1, (6, 2))","('UNSAT', 0.0392003059387207, -1, -1, -1, (6, 2))","('UNSAT', 0.038675785064697266, -1, -1, -1, (6, 2))","('UNSAT', 0.03801298141479492, -1, -1, -1, (6, 2))","('UNSAT', 0.03882288932800293, -1, -1, -1, (6, 2))","('UNSAT', 0.04026007652282715, -1, -1, -1, (6, 2))"
(1X3),"('UNSAT', 0.032967567443847656, -1, -1, -1, (1, 3))","('UNSAT', 0.032012224197387695, -1, -1, -1, (1, 3))","('UNSAT', 0.032305002212524414, -1, -1, -1, (1, 3))","('UNSAT', 0.031587839126586914, -1, -1, -1, (1, 3))","('UNSAT', 0.03191018104553223, -1, -1, -1, (1, 3))","('UNSAT', 0.03234291076660156, -1, -1, -1, (1, 3))"
(2X3),"('UNSAT', 0.055994510650634766, -1, -1, -1, (2, 3))","('UNSAT', 0.09438014030456543, -1, -1, -1, (2, 3))","('UNSAT', 0.09057474136352539, -1, -1, -1, (2, 3))","('UNSAT', 0.0947258472442627, -1, -1, -1, (2, 3))","('UNSAT', 0.09006237983703613, -1, -1, -1, (2, 3))","('UNSAT', 0.08902788162231445, -1, -1, -1, (2, 3))"
(3X3),"('UNSAT', 0.14765262603759766, -1, -1, -1, (3, 3))","('UNSAT', 0.04443526268005371, -1, -1, -1, (3, 3))","('UNSAT', 0.0419158935546875, -1, -1, -1, (3, 3))","('UNSAT', 0.04378008842468262, -1, -1, -1, (3, 3))","('UNSAT', 0.040750980377197266, -1, -1, -1, (3, 3))","('UNSAT', 0.04136347770690918, -1, -1, -1, (3, 3))"
(4X3),"('UNSAT', 0.08769869804382324, -1, -1, -1, (4, 3))","('UNSAT', 0.0531158447265625, -1, -1, -1, (4, 3))","('UNSAT', 0.05332589149475098, -1, -1, -1, (4, 3))","('UNSAT', 0.05311465263366699, -1, -1, -1, (4, 3))","('UNSAT', 0.05283999443054199, -1, -1, -1, (4, 3))","('UNSAT', 0.0530393123626709, -1, -1, -1, (4, 3))"
(5X3),"('UNSAT', 0.09301400184631348, -1, -1, -1, (5, 3))","('UNSAT', 0.05312371253967285, -1, -1, -1, (5, 3))","('UNSAT', 0.05255842208862305, -1, -1, -1, (5, 3))","('UNSAT', 0.05463743209838867, -1, -1, -1, (5, 3))","('UNSAT', 0.05303335189819336, -1, -1, -1, (5, 3))","('UNSAT', 0.05280447006225586, -1, -1, -1, (5, 3))"
(6X3),"('UNSAT', 0.09464454650878906, -1, -1, -1, (6, 3))","('UNSAT', 0.05247950553894043, -1, -1, -1, (6, 3))","('UNSAT', 0.055001258850097656, -1, -1, -1, (6, 3))","('UNSAT', 0.05344748497009277, -1, -1, -1, (6, 3))","('UNSAT', 0.05568385124206543, -1, -1, -1, (6, 3))","('UNSAT', 0.052004098892211914, -1, -1, -1, (6, 3))"
(1X4),"('UNSAT', 0.039400339126586914, -1, -1, -1, (1, 4))","('UNSAT', 0.052294015884399414, -1, -1, -1, (1, 4))","('UNSAT', 0.035594940185546875, -1, -1, -1, (1, 4))","('UNSAT', 0.03422236442565918, -1, -1, -1, (1, 4))","('UNSAT', 0.0350954532623291, -1, -1, -1, (1, 4))","('UNSAT', 0.034583330154418945, -1, -1, -1, (1, 4))"
(2X4),"('UNSAT', 0.057710886001586914, -1, -1, -1, (2, 4))","('UNSAT', 0.10051655769348145, -1, -1, -1, (2, 4))","('UNSAT', 0.09814834594726562, -1, -1, -1, (2, 4))","('UNSAT', 0.09499454498291016, -1, -1, -1, (2, 4))","('UNSAT', 0.09845924377441406, -1, -1, -1, (2, 4))","('UNSAT', 0.09812188148498535, -1, -1, -1, (2, 4))"
(3X4),"('UNSAT', 0.1053009033203125, -1, -1, -1, (3, 4))","('UNSAT', 0.13763999938964844, -1, -1, -1, (3, 4))","('UNSAT', 0.12675094604492188, -1, -1, -1, (3, 4))","('UNSAT', 0.12921380996704102, -1, -1, -1, (3, 4))","('UNSAT', 0.13344502449035645, -1, -1, -1, (3, 4))","('UNSAT', 0.1405344009399414, -1, -1, -1, (3, 4))"
(4X4),"('UNSAT', 0.2044985294342041, -1, -1, -1, (4, 4))","('UNSAT', 0.13691186904907227, -1, -1, -1, (4, 4))","('UNSAT', 0.12664580345153809, -1, -1, -1, (4, 4))","('UNSAT', 0.1308422088623047, -1, -1, -1, (4, 4))","('UNSAT', 0.13036537170410156, -1, -1, -1, (4, 4))","('UNSAT', 0.13100695610046387, -1, -1, -1, (4, 4))"
(5X4),"('UNSAT', 0.15784120559692383, -1, -1, -1, (5, 4))","('UNSAT', 0.09997081756591797, -1, -1, -1, (5, 4))","('UNSAT', 0.09666180610656738, -1, -1, -1, (5, 4))","('UNSAT', 0.10561943054199219, -1, -1, -1, (5, 4))","('UNSAT', 0.10107803344726562, -1, -1, -1, (5, 4))","('UNSAT', 0.1016855239868164, -1, -1, -1, (5, 4))"
(6X4),"('UNSAT', 0.1537647247314453, -1, -1, -1, (6, 4))","('UNSAT', 0.10138678550720215, -1, -1, -1, (6, 4))","('UNSAT', 0.09692931175231934, -1, -1, -1, (6, 4))","('UNSAT', 0.09810209274291992, -1, -1, -1, (6, 4))","('UNSAT', 0.10142087936401367, -1, -1, -1, (6, 4))","('UNSAT', 0.09940004348754883, -1, -1, -1, (6, 4))"
(1X5),"('UNSAT', 0.04981517791748047, -1, -1, -1, (1, 5))","('UNSAT', 0.03354525566101074, -1, -1, -1, (1, 5))","('UNSAT', 0.034354209899902344, -1, -1, -1, (1, 5))","('UNSAT', 0.033126115798950195, -1, -1, -1, (1, 5))","('UNSAT', 0.034134626388549805, -1, -1, -1, (1, 5))","('UNSAT', 0.03364062309265137, -1, -1, -1, (1, 5))"
(2X5),"('UNSAT', 0.06183314323425293, -1, -1, -1, (2, 5))","('UNSAT', 0.10290384292602539, -1, -1, -1, (2, 5))","('UNSAT', 0.1040041446685791, -1, -1, -1, (2, 5))","('UNSAT', 0.11121201515197754, -1, -1, -1, (2, 5))","('UNSAT', 0.10499453544616699, -1, -1, -1, (2, 5))","('UNSAT', 0.1017465591430664, -1, -1, -1, (2, 5))"
(3X5),"('SAT', 0.30208849906921387, 47.3993, 0.226566, 1.620848888706e-05, (3, 5))","('UNSAT', 0.14236688613891602, -1, -1, -1, (3, 5))","('UNSAT', 0.14146971702575684, -1, -1, -1, (3, 5))","('UNSAT', 0.15222597122192383, -1, -1, -1, (3, 5))","('UNSAT', 0.14012575149536133, -1, -1, -1, (3, 5))","('UNSAT', 0.13878917694091797, -1, -1, -1, (3, 5))"
(4X5),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.14999747276306152, -1, -1, -1, (4, 5))","('UNSAT', 0.14788198471069336, -1, -1, -1, (4, 5))","('UNSAT', 0.15503525733947754, -1, -1, -1, (4, 5))","('UNSAT', 0.14855265617370605, -1, -1, -1, (4, 5))","('UNSAT', 0.15849566459655762, -1, -1, -1, (4, 5))"
(5X5),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.15279507637023926, -1, -1, -1, (5, 5))","('UNSAT', 0.14951443672180176, -1, -1, -1, (5, 5))","('UNSAT', 0.16077446937561035, -1, -1, -1, (5, 5))","('UNSAT', 0.14995908737182617, -1, -1, -1, (5, 5))","('UNSAT', 0.15199851989746094, -1, -1, -1, (5, 5))"
(6X5),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1625499725341797, -1, -1, -1, (6, 5))","('UNSAT', 0.15065622329711914, -1, -1, -1, (6, 5))","('UNSAT', 0.15452265739440918, -1, -1, -1, (6, 5))","('UNSAT', 0.15303969383239746, -1, -1, -1, (6, 5))","('UNSAT', 0.15135431289672852, -1, -1, -1, (6, 5))"
(1X6),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.027884960174560547, -1, -1, -1, (1, 6))","('UNSAT', 0.027835369110107422, -1, -1, -1, (1, 6))","('UNSAT', 0.027068138122558594, -1, -1, -1, (1, 6))","('UNSAT', 0.02683258056640625, -1, -1, -1, (1, 6))","('UNSAT', 0.026999950408935547, -1, -1, -1, (1, 6))"
(2X6),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10898351669311523, -1, -1, -1, (2, 6))","('UNSAT', 0.10721993446350098, -1, -1, -1, (2, 6))","('UNSAT', 0.10606980323791504, -1, -1, -1, (2, 6))","('UNSAT', 0.10873174667358398, -1, -1, -1, (2, 6))","('UNSAT', 0.10728216171264648, -1, -1, -1, (2, 6))"
(3X6),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11212706565856934, -1, -1, -1, (3, 6))","('UNSAT', 0.11478471755981445, -1, -1, -1, (3, 6))","('UNSAT', 0.11111688613891602, -1, -1, -1, (3, 6))","('UNSAT', 0.11729669570922852, -1, -1, -1, (3, 6))","('UNSAT', 0.10893583297729492, -1, -1, -1, (3, 6))"
(4X6),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.2669808864593506, -1, -1, -1, (4, 6))","('UNSAT', 0.2644541263580322, -1, -1, -1, (4, 6))","('UNSAT', 0.2661299705505371, -1, -1, -1, (4, 6))","('UNSAT', 0.2657890319824219, -1, -1, -1, (4, 6))","('UNSAT', 0.26856565475463867, -1, -1, -1, (4, 6))"
(5X6),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.2533416748046875, -1, -1, -1, (5, 6))","('UNSAT', 0.25618982315063477, -1, -1, -1, (5, 6))","('UNSAT', 0.2578415870666504, -1, -1, -1, (5, 6))","('UNSAT', 0.25864720344543457, -1, -1, -1, (5, 6))","('UNSAT', 0.25798702239990234, -1, -1, -1, (5, 6))"
(6X6),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.2791330814361572, -1, -1, -1, (6, 6))","('UNSAT', 0.24523043632507324, -1, -1, -1, (6, 6))","('UNSAT', 0.26693201065063477, -1, -1, -1, (6, 6))","('UNSAT', 0.2615394592285156, -1, -1, -1, (6, 6))","('UNSAT', 0.25432395935058594, -1, -1, -1, (6, 6))"
