cell,iteration,model_id,status,runtime,area,delay,total_power,et,labeling_time,subgraph_extraction,subgraph_inputs,subgraph_outputs,subxpat_phase1,subxpat_phase2
"(0, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,0.5283768177032471
"(0, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,0.8671483993530273
"(0, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,0.7419931888580322
"(0, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,0.7131807804107666
"(0, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,0.7816765308380127
"(0, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.7547662258148193
"(0, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.8070363998413086
"(0, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.7253284454345703
"(0, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,0.4885404109954834
"(0, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,0.6420309543609619
"(0, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.5547537803649902
"(0, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.5425934791564941
"(1, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,1.276641607284546
"(1, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,0.9388027191162109
"(1, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.6361286640167236
"(1, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,0.8872134685516357
"(1, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.067800760269165
"(1, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.9761331081390381
"(1, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.6834580898284912
"(1, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.9569933414459229
"(1, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.1230316162109375
"(1, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,0.7390251159667969
"(1, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.687476396560669
"(1, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.7035975456237793
"(2, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,2.020357608795166
"(2, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,3.085655689239502
"(2, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.8658723831176758
"(2, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,0.9811062812805176
"(2, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.4804630279541016
"(2, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.6953623294830322
"(2, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,1.1675972938537598
"(2, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.612572193145752
"(2, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,0.6788780689239502
"(2, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,0.6003766059875488
"(2, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.5701560974121094
"(2, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.8410413265228271
"(3, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,1.2726085186004639
"(3, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,1.1788289546966553
"(3, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,0.861316442489624
"(3, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.3552377223968506
"(3, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,2.1046173572540283
"(3, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.8337311744689941
"(3, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,1.1108415126800537
"(3, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.6539671421051025
"(3, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.1701996326446533
"(3, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,0.7224688529968262
"(3, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.6564390659332275
"(3, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.7930982112884521
"(4, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,1.1648781299591064
"(4, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,3.793550491333008
"(4, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.3143823146820068
"(4, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.8442132472991943
"(4, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.1618609428405762
"(4, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.6946806907653809
"(4, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.6413943767547607
"(4, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.129997730255127
"(4, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.1566476821899414
"(4, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,1.0891742706298828
"(4, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.565096378326416
"(4, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.7655065059661865
"(5, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,1.2328503131866455
"(5, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,3.723473310470581
"(5, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.323549747467041
"(5, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.829361915588379
"(5, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.1146037578582764
"(5, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.684934139251709
"(5, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.6450145244598389
"(5, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.0713965892791748
"(5, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.183776617050171
"(5, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,1.0984532833099365
"(5, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.6280884742736816
"(5, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.6822850704193115
"(6, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,1.198495864868164
"(6, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,3.7273242473602295
"(6, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.3403809070587158
"(6, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.7615561485290527
"(6, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.1373882293701172
"(6, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.6682548522949219
"(6, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.5685546398162842
"(6, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.0711030960083008
"(6, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.1736962795257568
"(6, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,1.045574426651001
"(6, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.6393430233001709
"(6, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.6628046035766602
"(7, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,1.1625888347625732
"(7, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,3.6815943717956543
"(7, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.3140203952789307
"(7, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.807358741760254
"(7, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.1098356246948242
"(7, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.7211098670959473
"(7, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.6408782005310059
"(7, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.0760278701782227
"(7, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.132706642150879
"(7, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,1.1112420558929443
"(7, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.6512024402618408
"(7, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.6789629459381104
"(8, 1)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,1.083115816116333
"(8, 1)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,3.774038314819336
"(8, 1)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.3115334510803223
"(8, 1)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.9021191596984863
"(8, 1)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.1863632202148438
"(8, 1)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,0.7284431457519531
"(8, 1)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.5808606147766113
"(8, 1)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.1039340496063232
"(8, 1)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.2840461730957031
"(8, 1)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,1.139521598815918
"(8, 1)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.5629503726959229
"(8, 1)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.6561005115509033
"(1, 2)",1,0,UNSAT,,,,,12,-1,2.3950016498565674,4,2,-1,-1,1.4195411205291748
"(1, 2)",2,0,UNSAT,,,,,12,-1,2.705014705657959,4,2,-1,-1,0.9405004978179932
"(1, 2)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.8163723945617676
"(1, 2)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,0.9803941249847412
"(1, 2)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.2109324932098389
"(1, 2)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,1.1434459686279297
"(1, 2)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.6699528694152832
"(1, 2)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.6860313415527344
"(1, 2)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.8272383213043213
"(1, 2)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,0.6876041889190674
"(1, 2)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.644991397857666
"(1, 2)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,1.7592074871063232
"(2, 2)",1,0,SAT,,177.8647,0.528864502907,6.034609396011e-05,22,-1,2.3950016498565674,4,2,-1,-1,13.170266389846802
"(2, 2)",2,0,SAT,,141.7286,0.511752903461,6.348331226036e-05,28,-1,2.705014705657959,4,2,-1,-1,2.4712588787078857
"(2, 2)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.5331470966339111
"(2, 2)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.419201135635376
"(2, 2)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,2.069258451461792
"(2, 2)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,1.371990442276001
"(2, 2)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,1.6240780353546143
"(2, 2)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.7602272033691406
"(2, 2)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,7.898635149002075
"(2, 2)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,0.6655282974243164
"(2, 2)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.7176735401153564
"(2, 2)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,0.9518699645996094
"(3, 2)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,2.0688583850860596
"(3, 2)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.2251529693603516
"(3, 2)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.6926705837249756
"(3, 2)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,1.147812843322754
"(3, 2)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,8.201038122177124
"(3, 2)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.6355252265930176
"(3, 2)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,15.841383934020996
"(3, 2)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,0.6336519718170166
"(3, 2)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,0.672067403793335
"(3, 2)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,3.7621748447418213
"(4, 2)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.7932679653167725
"(4, 2)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.9993431568145752
"(4, 2)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.412407398223877
"(4, 2)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,1.7371201515197754
"(4, 2)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.719651460647583
"(4, 2)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.7661287784576416
"(4, 2)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,6.673708438873291
"(4, 2)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,4.194934844970703
"(4, 2)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,2.4325201511383057
"(4, 2)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,1.3211143016815186
"(5, 2)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.6436665058135986
"(5, 2)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.8756952285766602
"(5, 2)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.4390597343444824
"(5, 2)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,1.7198584079742432
"(5, 2)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.6426935195922852
"(5, 2)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.8015975952148438
"(5, 2)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,7.12169885635376
"(5, 2)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,4.028724431991577
"(5, 2)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,2.4408469200134277
"(5, 2)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,1.2956266403198242
"(6, 2)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.579890489578247
"(6, 2)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.8045730590820312
"(6, 2)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.3237330913543701
"(6, 2)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,1.914947748184204
"(6, 2)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.668022632598877
"(6, 2)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.7878832817077637
"(6, 2)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,6.854094982147217
"(6, 2)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,4.06526517868042
"(6, 2)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,2.3658266067504883
"(6, 2)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,1.3868072032928467
"(7, 2)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.625772476196289
"(7, 2)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.9044036865234375
"(7, 2)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.386772871017456
"(7, 2)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,1.8937108516693115
"(7, 2)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.7221496105194092
"(7, 2)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.7580292224884033
"(7, 2)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,7.351288795471191
"(7, 2)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,3.591348886489868
"(7, 2)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,2.3753936290740967
"(7, 2)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,1.5083787441253662
"(8, 2)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,1.6649796962738037
"(8, 2)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.888005018234253
"(8, 2)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.4252471923828125
"(8, 2)",6,0,UNSAT,,,,,36,-1,1.418436050415039,4,2,-1,-1,2.0139904022216797
"(8, 2)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,0.6919355392456055
"(8, 2)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.8725810050964355
"(8, 2)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,7.234361171722412
"(8, 2)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,3.5908966064453125
"(8, 2)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,2.2927606105804443
"(8, 2)",12,0,UNSAT,,,,,72,-1,1.0333774089813232,4,2,-1,-1,1.360318899154663
"(1, 3)",3,0,UNSAT,,,,,12,-1,1.8585796356201172,4,2,-1,-1,5.9710516929626465
"(1, 3)",4,0,UNSAT,,,,,24,-1,1.6017439365386963,4,1,-1,-1,1.225107192993164
"(1, 3)",5,0,UNSAT,,,,,24,-1,1.4183955192565918,4,1,-1,-1,1.322028636932373
"(1, 3)",6,0,SAT,,113.5706,0.479097008705,5.000366218155e-05,33,-1,1.418436050415039,4,2,-1,-1,2.013392448425293
"(1, 3)",7,0,UNSAT,,,,,36,-1,1.3384099006652832,4,2,-1,-1,1.627387285232544
"(1, 3)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.4394583702087402
"(1, 3)",9,0,UNSAT,,,,,48,-1,1.3141858577728271,4,2,-1,-1,1.339081048965454
"(1, 3)",10,0,UNSAT,,,,,48,-1,0.960350751876831,4,2,-1,-1,0.9792892932891846
"(1, 3)",11,0,UNSAT,,,,,60,-1,0.7709181308746338,4,2,-1,-1,1.8571836948394775
"(1, 3)",12,0,SAT,,69.9257,0.153568476439,3.731761535164e-05,40,-1,1.0333774089813232,4,2,-1,-1,1.1501996517181396
"(2, 3)",3,0,SAT,,129.5268,0.44609478116,5.424154005595e-05,28,-1,1.8585796356201172,4,2,-1,-1,10.791195631027222
"(2, 3)",4,0,SAT,,124.3645,0.511548101902,4.839945177082e-05,33,-1,1.6017439365386963,4,1,-1,-1,1.2345144748687744
"(2, 3)",5,0,SAT,,126.711,0.489394694567,5.460057218443e-05,33,-1,1.4183955192565918,4,1,-1,-1,3.1174685955047607
"(2, 3)",7,0,SAT,,92.4521,0.348704963923,3.917545109289e-05,33,-1,1.3384099006652832,4,2,-1,-1,41.98411154747009
"(2, 3)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,2.375629425048828
"(2, 3)",9,0,SAT,,86.8205,0.219145402312,4.175274807494e-05,33,-1,1.3141858577728271,4,2,-1,-1,1.5975613594055176
"(2, 3)",10,0,SAT,,87.2898,0.254973649979,4.343792170403e-05,33,-1,0.960350751876831,4,2,-1,-1,4.871467590332031
"(2, 3)",11,0,SAT,,79.781,0.20158213377,4.197509042569e-05,33,-1,0.7709181308746338,4,2,-1,-1,1.7806377410888672
"(3, 3)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.3446617126464844
"(4, 3)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.9396257400512695
"(5, 3)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.0340616703033447
"(6, 3)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.0446076393127441
"(7, 3)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,1.020334005355835
"(8, 3)",8,0,UNSAT,,,,,36,-1,0.9520866870880127,4,2,-1,-1,0.9141092300415039
"(1, 4)",8,0,SAT,,90.1056,0.314659148455,3.836665928247e-05,33,-1,0.9520866870880127,4,2,-1,-1,1.8466551303863525
